datetime,power_kW,pv_kW,autoconsommation_kW,injection_kW,soutirage_kW,soc,import_after_battery,export_after_battery
2023-02-14 20:00:00+00:00,174.1755969993645,0.0,0.0,0.0,174.1755969993645,0.0,174.1755969993645,0.0
2023-02-14 21:00:00+00:00,153.51650475107047,0.0,0.0,0.0,153.51650475107047,0.0,153.51650475107047,0.0
2023-02-14 22:00:00+00:00,210.32133821791984,0.0,0.0,0.0,210.32133821791984,0.0,210.32133821791984,0.0
2023-02-14 23:00:00+00:00,197.9708381155025,0.0,0.0,0.0,197.9708381155025,0.0,197.9708381155025,0.0
2023-02-15 00:00:00+00:00,131.534810189886,0.0,0.0,0.0,131.534810189886,0.0,131.534810189886,0.0
2023-02-15 01:00:00+00:00,135.8527740680979,0.0,0.0,0.0,135.8527740680979,0.0,135.8527740680979,0.0
2023-02-15 02:00:00+00:00,162.70090751872007,0.0,0.0,0.0,162.70090751872007,0.0,162.70090751872007,0.0
2023-02-15 03:00:00+00:00,86.76327236139007,0.0,0.0,0.0,86.76327236139007,0.0,86.76327236139007,0.0
2023-02-15 04:00:00+00:00,90.67396221511288,0.0,0.0,0.0,90.67396221511288,0.0,90.67396221511288,0.0
2023-02-15 05:00:00+00:00,96.59802464440584,0.0,0.0,0.0,96.59802464440584,0.0,96.59802464440584,0.0
2023-02-15 06:00:00+00:00,213.4745473301332,0.0,0.0,0.0,213.4745473301332,0.0,213.4745473301332,0.0
2023-02-15 07:00:00+00:00,227.5011117446944,1.248262452293161,1.248262452293161,0.0,226.2528492924013,0.0,226.25284929240127,0.0
2023-02-15 08:00:00+00:00,421.7250628141945,46.96645902753441,46.96645902753441,0.0,374.7586037866601,0.0,374.75860378666005,0.0
2023-02-15 09:00:00+00:00,416.3086979681743,106.87960970834776,106.87960970834776,0.0,309.42908825982653,0.0,309.42908825982653,0.0
2023-02-15 10:00:00+00:00,402.30748814244487,155.40310796096978,155.40310796096978,0.0,246.9043801814751,0.0,246.9043801814751,0.0
2023-02-15 11:00:00+00:00,421.37135117347793,185.73311392875453,185.73311392875453,0.0,235.6382372447234,0.0,235.6382372447234,0.0
2023-02-15 12:00:00+00:00,463.9446424606164,194.8897768026693,194.8897768026693,0.0,269.0548656579471,0.0,269.0548656579471,0.0
2023-02-15 13:00:00+00:00,471.60769956668446,182.0611424382336,182.0611424382336,0.0,289.5465571284509,0.0,289.5465571284509,0.0
2023-02-15 14:00:00+00:00,427.2622537764036,148.4012755747734,148.4012755747734,0.0,278.86097820163025,0.0,278.86097820163025,0.0
2023-02-15 15:00:00+00:00,466.3584860400335,97.3377429264191,97.3377429264191,0.0,369.0207431136144,0.0,369.0207431136144,0.0
2023-02-15 16:00:00+00:00,423.82268554375696,36.90130755269973,36.90130755269973,0.0,386.9213779910572,0.0,386.9213779910572,0.0
2023-02-15 17:00:00+00:00,442.1601697503264,0.0825654641306685,0.0825654641306685,0.0,442.07760428619576,0.0,442.07760428619576,0.0
2023-02-15 18:00:00+00:00,208.31436783883152,0.0,0.0,0.0,208.31436783883152,0.0,208.31436783883152,0.0
2023-02-15 19:00:00+00:00,200.0090222780076,0.0,0.0,0.0,200.0090222780076,0.0,200.0090222780076,0.0
2023-02-15 20:00:00+00:00,214.2592472595755,0.0,0.0,0.0,214.2592472595755,0.0,214.2592472595755,0.0
2023-02-15 21:00:00+00:00,194.4283157897084,0.0,0.0,0.0,194.4283157897084,0.0,194.4283157897084,0.0
2023-02-15 22:00:00+00:00,212.93719768086703,0.0,0.0,0.0,212.93719768086703,0.0,212.93719768086703,0.0
2023-02-15 23:00:00+00:00,207.320737123684,0.0,0.0,0.0,207.320737123684,0.0,207.320737123684,0.0
2023-02-16 00:00:00+00:00,80.51547507991592,0.0,0.0,0.0,80.51547507991592,0.0,80.51547507991592,0.0
2023-02-16 01:00:00+00:00,96.70405943752507,0.0,0.0,0.0,96.70405943752507,0.0,96.70405943752507,0.0
2023-02-16 02:00:00+00:00,63.55462735998077,0.0,0.0,0.0,63.55462735998077,0.0,63.55462735998077,0.0
2023-02-16 03:00:00+00:00,114.2269001621551,0.0,0.0,0.0,114.2269001621551,0.0,114.2269001621551,0.0
2023-02-16 04:00:00+00:00,123.1205131887376,0.0,0.0,0.0,123.1205131887376,0.0,123.1205131887376,0.0
2023-02-16 05:00:00+00:00,85.16058925951609,0.0,0.0,0.0,85.16058925951609,0.0,85.16058925951609,0.0
2023-02-16 06:00:00+00:00,283.03890924161254,0.0,0.0,0.0,283.03890924161254,0.0,283.03890924161254,0.0
2023-02-16 07:00:00+00:00,314.95768129337887,1.6458353693995544,1.6458353693995544,0.0,313.3118459239793,0.0,313.3118459239793,0.0
2023-02-16 08:00:00+00:00,465.5874542967459,48.90819907874439,48.90819907874439,0.0,416.6792552180015,0.0,416.67925521800146,0.0
2023-02-16 09:00:00+00:00,485.1651901327576,109.13415603154218,109.13415603154218,0.0,376.03103410121537,0.0,376.03103410121537,0.0
2023-02-16 10:00:00+00:00,491.7013500167475,157.76616735000746,157.76616735000746,0.0,333.93518266674005,0.0,333.93518266674005,0.0
2023-02-16 11:00:00+00:00,404.99472659393774,188.13552684260924,188.13552684260924,0.0,216.8591997513285,0.0,216.8591997513285,0.0
2023-02-16 12:00:00+00:00,527.6752598173774,197.2887725513421,197.2887725513421,0.0,330.3864872660353,0.0,330.3864872660353,0.0
2023-02-16 13:00:00+00:00,435.5360984473058,184.4198698217388,184.4198698217388,0.0,251.11622862556703,0.0,251.11622862556698,0.0
2023-02-16 14:00:00+00:00,403.3405614338979,150.67859840567343,150.67859840567343,0.0,252.66196302822448,0.0,252.66196302822448,0.0
